type,value,malicious,suspicious,undetected,harmless,reputation,last_analysis_date,http_status,error
url,https://news.sophos.com/en-us/category/sophos-life/,0.0,0.0,29.0,67.0,0.0,1740813715.0,200,
url,https://news.sophos.com/en-us/category/threat-research/,0.0,0.0,29.0,68.0,0.0,1746111269.0,200,
url,https://news.sophos.com/en-us/tag/avkiller/,,,,,,,404,VT status 404
url,https://news.sophos.com/en-us/tag/edr-killer/,0.0,0.0,29.0,68.0,0.0,1744902255.0,200,
url,https://news.sophos.com/en-us/tag/featured/,0.0,1.0,18.0,71.0,0.0,1701981553.0,200,
url,https://news.sophos.com/en-us/tag/heartcrypt/,,,,,,,404,VT status 404
url,https://news.sophos.com/en-us/tag/ransomhub/,,,,,,,404,VT status 404
url,https://news.sophos.com/en-us/tag/sophos-x-ops/,0.0,1.0,18.0,71.0,0.0,1701981554.0,200,
url,https://news.sophos.com/es-419,0.0,0.0,30.0,67.0,0.0,1749399871.0,200,
url,https://news.sophos.com/es-419/2025/08/06/shared-secret-edr-killer-in-the-kill-chain,,,,,,,404,VT status 404
url,https://news.sophos.com/es-es,0.0,0.0,28.0,68.0,0.0,1726169613.0,200,
url,https://news.sophos.com/es-es/2025/08/06/shared-secret-edr-killer-in-the-kill-chain,,,,,,,404,VT status 404
url,https://news.sophos.com/feed/,0.0,0.0,7.0,64.0,0.0,1571990364.0,200,
url,https://news.sophos.com/fr-fr,0.0,0.0,29.0,67.0,0.0,1726491084.0,200,
url,https://news.sophos.com/fr-fr/2025/08/06/shared-secret-edr-killer-in-the-kill-chain,,,,,,,404,VT status 404
url,https://news.sophos.com/it-it,0.0,0.0,8.0,80.0,0.0,1664720510.0,200,
url,https://news.sophos.com/it-it/2025/08/06/shared-secret-edr-killer-in-the-kill-chain,,,,,,,404,VT status 404
url,https://news.sophos.com/ja-jp,0.0,0.0,30.0,67.0,0.0,1749399871.0,200,
url,https://news.sophos.com/ja-jp/2025/08/06/shared-secret-edr-killer-in-the-kill-chain,,,,,,,404,VT status 404
url,https://news.sophos.com/nl-nl/2025/08/06/shared-secret-edr-killer-in-the-kill-chain,,,,,,,404,VT status 404
url,https://news.sophos.com/pt-br,0.0,0.0,29.0,68.0,0.0,1749399871.0,200,
url,https://news.sophos.com/pt-br/2025/08/06/shared-secret-edr-killer-in-the-kill-chain,,,,,,,404,VT status 404
url,https://news.sophos.com/wp-comments-post.php,0.0,0.0,28.0,68.0,0.0,1736090319.0,200,
url,https://news.sophos.com/wp-content/mu-plugins/akismet/_inc/akismet-frontend.js?m=1753141561g,,,,,,,404,VT status 404
url,https://news.sophos.com/wp-content/mu-plugins/jetpack-14.8/_inc/build/sharedaddy/sharing.min.js?ver=14.8,,,,,,,404,VT status 404
url,https://news.sophos.com/wp-content/mu-plugins/search/elasticpress/dist/css/related-posts-block-styles.min.css?m=1753141563g,,,,,,,404,VT status 404
url,https://news.sophos.com/wp-content/uploads/2020/01/gabor-szappanos-threat-research-director-sophosLabs.jpeg?w=400,,,,,,,404,VT status 404
url,https://news.sophos.com/wp-content/uploads/2021/05/sophos-edr-news-blog-image-838x440px@2x.png?w=640,,,,,,,404,VT status 404
url,https://news.sophos.com/wp-content/uploads/2021/05/sophos-ransomware-web-banner-1200x628px-option-2.png?w=640,,,,,,,404,VT status 404
url,https://news.sophos.com/wp-content/uploads/2021/05/sophos-xdr.png?w=640,0.0,0.0,30.0,67.0,0.0,1749399871.0,200,
url,https://news.sophos.com/wp-content/uploads/2022/03/Steeve_Gaudreault.jpeg?w=400,,,,,,,404,VT status 404
url,https://news.sophos.com/wp-content/uploads/2022/07/Category-Icon-X-Ops-v2.png,,,,,,,404,VT status 404
url,https://news.sophos.com/wp-content/uploads/2025/07/ccleaner-fig01.png,,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/07/ccleaner-fig01.png?resize=300,82",,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/07/ccleaner-fig01.png?resize=768,209",,,,,,,404,VT status 404
url,https://news.sophos.com/wp-content/uploads/2025/07/ccleaner-fig04.png,,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/07/ccleaner-fig04.png?resize=1379,1536",,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/07/ccleaner-fig04.png?resize=269,300",,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/07/ccleaner-fig04.png?resize=768,856",,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/07/ccleaner-fig04.png?resize=919,1024",,,,,,,404,VT status 404
url,https://news.sophos.com/wp-content/uploads/2025/07/shutterstock_1484273711.jpg,,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/07/shutterstock_1484273711.jpg?resize=1024,568",,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/07/shutterstock_1484273711.jpg?resize=1536,853",,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/07/shutterstock_1484273711.jpg?resize=2048,1137",,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/07/shutterstock_1484273711.jpg?resize=300,167",,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/07/shutterstock_1484273711.jpg?resize=768,426",,,,,,,404,VT status 404
url,https://news.sophos.com/wp-content/uploads/2025/07/shutterstock_1484273711.jpg?w=1200,,,,,,,404,VT status 404
url,https://news.sophos.com/wp-content/uploads/2025/07/shutterstock_1484273711.jpg?w=640,,,,,,,404,VT status 404
url,https://news.sophos.com/wp-content/uploads/2025/08/image2.png,,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/08/image2.png?resize=1024,265",,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/08/image2.png?resize=300,78",,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/08/image2.png?resize=768,199",,,,,,,404,VT status 404
url,https://news.sophos.com/wp-content/uploads/2025/08/image3.png,,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/08/image3.png?resize=1024,825",,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/08/image3.png?resize=300,242",,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/08/image3.png?resize=768,619",,,,,,,404,VT status 404
url,https://news.sophos.com/wp-content/uploads/2025/08/image4.png,,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/08/image4.png?resize=255,300",,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/08/image4.png?resize=768,903",,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/08/image4.png?resize=871,1024",,,,,,,404,VT status 404
url,https://news.sophos.com/wp-content/uploads/2025/08/image5.png,,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/08/image5.png?resize=1024,268",,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/08/image5.png?resize=300,79",,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/08/image5.png?resize=768,201",,,,,,,404,VT status 404
url,https://news.sophos.com/wp-content/uploads/2025/08/image6.png,,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/08/image6.png?resize=1024,556",,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/08/image6.png?resize=1536,834",,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/08/image6.png?resize=2048,1112",,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/08/image6.png?resize=300,163",,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/08/image6.png?resize=768,417",,,,,,,404,VT status 404
url,https://news.sophos.com/wp-content/uploads/2025/08/image7.png,,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/08/image7.png?resize=229,300",,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/08/image7.png?resize=768,1006",,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/08/image7.png?resize=782,1024",,,,,,,404,VT status 404
url,https://news.sophos.com/wp-content/uploads/2025/08/image9.png,,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/08/image9.png?resize=1024,370",,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/08/image9.png?resize=1536,554",,,,,,,404,VT status 404
url,"https://news.sophos.com/wp-content/uploads/2025/08/image9.png?resize=2048,739",,,,,,,404,VT status 404
